iter	MultiClass
196	0.6330257395
197	0.6328772027
198	0.6323775375
199	0.6322124407
200	0.6320843584
201	0.6318778746
202	0.6317050227
203	0.6315559508
204	0.6313772794
205	0.6312159235
206	0.63111536
207	0.6308853445
208	0.6306974697
209	0.6302806595
210	0.6300262496
211	0.6297667524
212	0.6295496012
213	0.6294962669
214	0.6292979069
215	0.6290598048
216	0.6288459357
217	0.6287199932
218	0.6282954957
219	0.6281370823
220	0.6278823116
221	0.627577295
222	0.6273513432
223	0.6271972419
224	0.6270673863
225	0.6267577577
226	0.6265596674
227	0.6263520633
228	0.6262354978
229	0.6259396687
230	0.6257454225
231	0.6255486595
232	0.6252763754
233	0.6251329024
234	0.6248911204
235	0.624678272
236	0.6245918748
237	0.6242127132
238	0.6239077016
239	0.6237598334
240	0.6235628427
241	0.6234638023
242	0.6232470618
243	0.6227797854
244	0.6225103353
245	0.6221902785
246	0.6220749556
247	0.6218570844
248	0.6216405756
249	0.6212870264
250	0.6210585062
251	0.6207189951
252	0.6204605461
253	0.6203214631
254	0.6200692291
255	0.61997515
256	0.6197133009
257	0.6194415706
258	0.6192335642
259	0.618996869
260	0.6187772107
261	0.6185873816
262	0.6184535772
263	0.6183422228
264	0.6181981099
265	0.6179552151
266	0.6177566507
267	0.6175696239
268	0.617455519
269	0.617318814
270	0.6171683179
271	0.6169986257
272	0.6169404701
273	0.616611371
274	0.6165342085
275	0.6162706182
276	0.6161402741
277	0.6158914189
278	0.6156824346
279	0.6154694322
280	0.615160151
281	0.6150311193
282	0.6147815828
283	0.6144958505
284	0.6143371816
285	0.6141423409
286	0.6139793368
287	0.613731743
288	0.6135916626
289	0.6133550741
290	0.6132173951
291	0.6130763306
292	0.6129351211
293	0.6127080576
294	0.6124507269
295	0.6123017292
296	0.6120466166
297	0.6118900673
298	0.6117280774
299	0.6114272116
300	0.611206932
301	0.6110017212
302	0.6108222558
303	0.6106990711
304	0.6104563214
305	0.6103111692
306	0.6101550906
307	0.609982598
308	0.6097939233
309	0.609574622
310	0.609389942
311	0.6092621178
312	0.6091643475
313	0.6090432795
314	0.6088197645
315	0.6084478263
316	0.6083119449
317	0.6081495371
318	0.6079408992
319	0.6077900354
320	0.607622505
321	0.6074399462
322	0.6072934345
323	0.6070077169
324	0.6068650807
325	0.6067560493
326	0.6066401169
327	0.6065082676
328	0.6063528025
329	0.6062102316
330	0.606029123
331	0.6059213807
332	0.605759637
333	0.6056071915
334	0.6055080623
335	0.6053769734
336	0.6052044304
337	0.6048836962
338	0.6047531593
339	0.6045600568
340	0.6044420307
341	0.6041339451
342	0.6039257756
343	0.6038179547
344	0.6037053638
345	0.6033207087
346	0.6030345124
347	0.6027908173
348	0.6026151892
349	0.6022972785
350	0.6021429456
351	0.6019469805
352	0.6018107804
353	0.6015750476
354	0.6013151933
355	0.6010857651
356	0.6009719458
357	0.6008345635
358	0.6007113796
359	0.600608569
360	0.6002616724
361	0.6000816773
362	0.5999745855
363	0.5999135858
364	0.5996547904
365	0.5994652206
366	0.5992885838
367	0.599087303
368	0.5989152871
369	0.5986703307
370	0.5985298372
371	0.5983662439
372	0.5982047784
373	0.5979036021
374	0.5978228495
375	0.5976937736
376	0.5975417174
377	0.5974046691
378	0.5971034952
379	0.5969548204
380	0.5968448608
381	0.5967003844
382	0.5965513646
383	0.5962897654
384	0.5960826493
385	0.5959432318
386	0.5956621122
387	0.5955262028
388	0.5952967837
389	0.5951346493
390	0.5948864509
391	0.5948178135
392	0.5946285258
393	0.5943947034
394	0.5942913351
395	0.5941663164
396	0.5937934259
397	0.5936521629
398	0.5935036084
399	0.5933077849
400	0.5930717625
401	0.5929087952
402	0.5927835759
403	0.5926325789
404	0.592412619
405	0.5922899292
406	0.592184907
407	0.591946065
408	0.591793475
409	0.591588215
410	0.5914785287
411	0.5912847092
412	0.5911694574
413	0.5910688576
414	0.590922495
415	0.5906953054
416	0.5905281161
417	0.5903858788
418	0.5901271354
419	0.5899169908
420	0.5896828265
421	0.5896090427
422	0.5894666633
423	0.5893405632
424	0.5892007149
425	0.5890782565
426	0.5889947072
427	0.5888474292
428	0.5886805928
429	0.5884779417
430	0.5881834328
431	0.5880424222
432	0.5879739466
433	0.5878018286
434	0.5875367414
435	0.5874747526
436	0.5872926874
437	0.5871148754
438	0.5869774726
439	0.5868531228
440	0.5866954176
441	0.5865320859
442	0.5863761055
443	0.5862583958
444	0.5861563601
445	0.5860541267
446	0.5859619033
447	0.5856572946
448	0.5854466308
449	0.58531891
450	0.5851362925
451	0.5849395182
452	0.5847482043
453	0.5845242354
454	0.5843851556
455	0.584282836
456	0.5841272727
457	0.5838466356
458	0.5837035838
459	0.5834077217
460	0.5832388847
461	0.5830455688
462	0.5829371982
463	0.5827440219
464	0.5825817278
465	0.582419996
466	0.5823106042
467	0.5821933099
468	0.5819750776
469	0.5818362339
470	0.5816937143
471	0.5815838171
472	0.581482203
473	0.5813965867
474	0.5811302655
475	0.580990142
476	0.5808556156
477	0.5807616972
478	0.580614539
479	0.5805271981
480	0.580330665
481	0.580239531
482	0.5801049375
483	0.5799379531
484	0.5796736776
485	0.579554871
486	0.5794410318
487	0.5792630618
488	0.5791321409
489	0.5790573401
490	0.5789789235
491	0.5788647649
492	0.5786044915
493	0.5784851748
494	0.5783338759
495	0.578252424
496	0.5781022475
497	0.5779754317
498	0.577801385
499	0.5775833034
500	0.5775243676
501	0.5773524271
502	0.5771596778
503	0.577032955
504	0.5769408027
505	0.576842117
506	0.576692144
507	0.5764432567
508	0.5763344977
509	0.5762248795
510	0.5760299386
511	0.5758877595
512	0.5756969605
513	0.5755753707
514	0.5754174766
515	0.5753044813
516	0.5751849856
517	0.5749832453
518	0.5748283441
519	0.5747495031
520	0.5746780057
521	0.5745488626
522	0.5744954719
523	0.5744063198
524	0.5743118192
525	0.5742155163
526	0.5740240501
527	0.573877589
528	0.5738060773
529	0.5736624825
530	0.5735377735
531	0.5734717031
532	0.5732833205
533	0.5731883171
534	0.5730792401
535	0.5729730934
536	0.5728775604
537	0.5727612691
538	0.5727180434
539	0.5725038108
540	0.5723824096
541	0.5722642548
542	0.5721805555
543	0.5719886784
544	0.5718634646
545	0.5717425425
546	0.5715787447
547	0.5715049919
548	0.5713892607
549	0.5713074578
550	0.5711633828
551	0.5709462256
552	0.5708478855
553	0.5707597485
554	0.5706535007
555	0.570488366
556	0.5703591695
557	0.5702500015
558	0.5701077979
559	0.5698161802
560	0.5696959004
561	0.5695896319
562	0.5694442075
563	0.569255596
564	0.5689984721
565	0.5688432223
566	0.5686501568
567	0.568461855
568	0.5683830803
569	0.5683142093
570	0.5680614184
571	0.5678681204
572	0.5676728901
573	0.567623964
574	0.5674023467
575	0.5672365165
576	0.5670899673
577	0.5669561118
578	0.5667988684
579	0.5667102464
580	0.5665719678
581	0.5664252473
582	0.5663131755
583	0.5662096679
584	0.5659244815
585	0.5657269522
586	0.565650015
587	0.565611361
588	0.5654888674
589	0.5653786646
590	0.5652951542
591	0.5651952555
592	0.5650567723
593	0.5649240363
594	0.564873987
595	0.5647113768
596	0.5645973822
597	0.5645275487
598	0.5643724456
599	0.5641570009
600	0.5639893779
601	0.5638772281
602	0.56376287
603	0.5636676192
604	0.5635489511
605	0.5634841395
606	0.563298102
607	0.5631148379
608	0.562892726
609	0.5627930472
610	0.5626461454
611	0.5625593415
612	0.5623919224
613	0.5622596925
614	0.5621577789
615	0.5620138121
616	0.5618468275
617	0.5617657647
618	0.5616074101
619	0.5615118614
620	0.5614020649
621	0.5612973784
622	0.5611661006
623	0.5611091215
624	0.5609854565
625	0.5609088414
626	0.56074104
627	0.560609172
628	0.5604367689
629	0.5603369139
630	0.56009389
631	0.5599396025
632	0.5598970501
633	0.5597127083
634	0.5596162984
635	0.5594294547
636	0.5593429535
637	0.5591777689
638	0.5590449272
639	0.5587978848
640	0.558580079
641	0.5584040776
642	0.5581845142
643	0.5581182729
644	0.558008348
645	0.5577912561
646	0.5577043868
647	0.5575603893
648	0.5574216003
649	0.5573559615
650	0.557191843
651	0.5570991067
652	0.5569537245
653	0.5567877842
654	0.5566857339
655	0.5565918798
656	0.5564553018
657	0.556345897
658	0.5562781403
659	0.5561355197
660	0.5560528416
661	0.5558860973
662	0.5557797845
663	0.5556797902
664	0.5555275359
665	0.5554788003
666	0.5553622154
667	0.5552666984
668	0.5551204908
669	0.5550339298
670	0.55485461
671	0.5547740591
672	0.5547154934
673	0.5545210162
674	0.5543189366
675	0.5541962903
676	0.5541447333
677	0.5540337839
678	0.5539714754
679	0.5538558867
680	0.5537660954
681	0.5536681465
682	0.5535709666
683	0.5535166349
684	0.5533755416
685	0.5532763179
686	0.5531357332
687	0.5530137215
688	0.5528240894
689	0.5525724986
690	0.5524204096
691	0.5523407591
692	0.5521582462
693	0.5520353063
694	0.5518947448
695	0.5517334085
696	0.5516841088
697	0.5515668385
698	0.5514906112
699	0.5513297057
700	0.5511793237
701	0.5510290748
702	0.5509044448
703	0.5508054627
704	0.5506572475
705	0.550510324
706	0.5504394729
707	0.5503678934
708	0.5502683839
709	0.5501962034
710	0.550024832
711	0.5498864898
712	0.5497926013
713	0.5496161163
714	0.5494955706
715	0.5494004365
716	0.549256824
717	0.5491633821
718	0.549061019
719	0.5489618782
720	0.5488415553
721	0.5487874099
722	0.5487344189
723	0.5486317261
724	0.5484563109
725	0.5481752955
726	0.5481004627
727	0.5478482607
728	0.5477419835
729	0.5475544368
730	0.5474729285
731	0.547266172
732	0.547112961
733	0.546979569
734	0.546932398
735	0.5467991013
736	0.546709727
737	0.5466024019
738	0.5464425639
739	0.5463741676
740	0.5462594658
741	0.5462065492
742	0.5461260221
743	0.5459595801
744	0.5458552453
745	0.5457628224
746	0.5456634902
747	0.5455405938
748	0.5454473446
749	0.5453003535
750	0.5451122733
751	0.5450359449
752	0.5448692035
753	0.5447440127
754	0.5446786078
755	0.5445976859
756	0.5444846701
757	0.544422553
758	0.5443096085
759	0.5442429628
760	0.5441133661
761	0.5440416371
762	0.5439722236
763	0.5438275148
764	0.5436891333
765	0.5436093646
766	0.5434908186
767	0.5434108553
768	0.5433407403
769	0.5432475982
770	0.543071064
771	0.5429845353
772	0.542882263
773	0.5428337618
774	0.5427356571
775	0.5425955024
776	0.5424996919
777	0.5424403539
778	0.5421936397
779	0.5421437468
780	0.5419708833
781	0.5418303298
782	0.5417743069
783	0.5416005277
784	0.5415018515
785	0.5413911106
786	0.5413165152
787	0.5411856589
788	0.5411332412
789	0.5410652905
790	0.5409788813
791	0.5409413017
792	0.540887512
793	0.5406688615
794	0.540484024
795	0.5403700903
796	0.5402307717
797	0.5401429051
798	0.5400352259
799	0.5398618171
800	0.539740197
801	0.5396184836
802	0.5395032723
803	0.5393532482
804	0.539225974
805	0.5391452624
806	0.5389905477
807	0.5388941621
808	0.5387711798
809	0.538686298
810	0.5385612119
811	0.5383699703
812	0.5383006089
813	0.5381720275
814	0.5381140229
815	0.5379899079
816	0.537784283
817	0.5377167726
818	0.5375413969
819	0.537424584
820	0.5372342608
821	0.5370505748
822	0.5369367059
823	0.5368753361
824	0.5367254974
825	0.5366090554
826	0.536548122
827	0.5364870934
828	0.5363873144
829	0.5363014469
830	0.5362281996
831	0.5361117219
832	0.5359733282
833	0.5357903303
834	0.5357262628
835	0.5356629578
836	0.5355101655
837	0.5354371366
838	0.5352476138
839	0.5351756462
840	0.5350353277
841	0.5349672916
842	0.5349161502
843	0.5347273036
844	0.5346748
845	0.5345713242
846	0.5344658348
847	0.5343304435
848	0.5342234148
849	0.5341878927
850	0.5340427442
851	0.5338942824
852	0.5338304707
853	0.5336869369
854	0.5335890405
855	0.5334911198
856	0.5333866714
857	0.5332240709
858	0.5331244661
859	0.5330505245
860	0.5329454935
861	0.5328243577
862	0.5327517612
863	0.5326800226
864	0.5325788979
865	0.5324680486
866	0.532400499
867	0.532313419
868	0.5322090085
869	0.5320495607
870	0.5319967715
871	0.5318079207
872	0.5317347065
873	0.5316092178
874	0.5314825245
875	0.5314287891
876	0.5313756576
877	0.5313035517
878	0.5312425022
879	0.53112503
880	0.5310100491
881	0.5309440145
882	0.5307962124
883	0.530649716
884	0.5305034529
885	0.530381366
886	0.5300980378
887	0.5299874477
888	0.5298000658
889	0.5297056664
890	0.5296269601
891	0.5295635632
892	0.5293843845
893	0.5292511047
894	0.5291375586
895	0.5290692416
896	0.5289592716
897	0.5288914971
898	0.5288452645
899	0.5288058187
900	0.5286710536
901	0.5285362138
902	0.5283659681
903	0.5282930277
904	0.528178136
905	0.5281139704
906	0.5280376243
907	0.5279111388
908	0.5277599389
909	0.5276796728
910	0.5274772242
911	0.5273480822
912	0.5272872309
913	0.5271511731
914	0.5270072048
915	0.5269096989
916	0.5268211908
917	0.5267379535
918	0.5266050144
919	0.5264951855
920	0.5263917628
921	0.5263366004
922	0.5262401819
923	0.5260828984
924	0.5259422789
925	0.5258693643
926	0.5257264625
927	0.5256364909
928	0.5255250882
929	0.5254293004
930	0.5253857598
931	0.5253293259
932	0.525295822
933	0.52524882
934	0.5251428053
935	0.5250681013
936	0.5249249074
937	0.5248132898
938	0.5247420285
939	0.5246751672
940	0.5244799666
941	0.5243927302
942	0.5242291757
943	0.5241246387
944	0.5240392215
945	0.5239697215
946	0.5238496958
947	0.5237675116
948	0.5236469395
949	0.5235714634
950	0.5234890223
951	0.5234227277
952	0.5232128203
953	0.5230626021
954	0.5229518288
955	0.5228505831
956	0.5227781757
957	0.5226885478
958	0.5226465887
959	0.5225704879
960	0.5224429104
961	0.5223270213
962	0.5222483092
963	0.5221237469
964	0.5220528596
965	0.5218949842
966	0.5217512181
967	0.521686354
968	0.5216137204
969	0.521523933
970	0.5214566645
971	0.5213329351
972	0.5211467469
973	0.5210999142
974	0.5209829941
975	0.5208928653
976	0.5207738542
977	0.5207153014
978	0.5205283238
979	0.5204557313
980	0.5203150842
981	0.5202279584
982	0.5201237646
983	0.5199887245
984	0.5199054132
985	0.5198021255
986	0.5197541531
987	0.5197040575
988	0.5195025808
989	0.5193120408
990	0.5192113895
991	0.5191143204
992	0.5190921174
993	0.5190190583
994	0.5189810067
995	0.5188545995
996	0.5186684606
997	0.5185252994
998	0.518337334
999	0.5182639558
